"X","Country","Code","Indicator","Icode","X2015","X2016","X2017","X2018","X2019","X2020"
2100,"Finland",172,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-2035200452,-4723555245,-1751134594,-4927329704,-639579172.7,1961826134
2101,"Finland",172,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",5386025940,5465188407,6178704034,7266237394,6839770578,5779973200
2103,"Finland",172,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",84365529534,86837943188,95955454866,1.09443e+11,1.06664e+11,97037427862
2108,"Finland",172,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",3496319053,3650431303,4328499849,5019434704,5077349567,3026969422
2112,"Finland",172,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-8276573854,-15204838638,-1636961396,-9354924430,5903922955,-8138675492
2115,"Finland",172,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-265378242,597935390.8,-443959589.2,-71620570.19,615551388.2,991179509.4
2119,"Finland",172,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-980390109.8,3143105403,1205736955,10664153034,1436746274,5956888654
2124,"Finland",172,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-2030782989,-4725799083,-1751062117,-4930884722,-638483824,1960724721
2127,"France",132,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",41873314555,40281580519,46006854170,46783712551,46315511245,42337732456
2133,"France",132,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",21456098507,20809569108,53637677415,21783480744,2158446339,17103608854
2134,"France",132,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-40266300670,1.4067e+11,-5742975645,2.71667e+11,37868107965,44688891165
2136,"France",132,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",45022603180,45662401776,49307196526,54016343452,51646039896,43625439631
2141,"France",132,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-10240032287,-10957418215,-17693660953,-21900877301,15962826073,-39078148734
2143,"France",132,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",7.87378e+11,7.93619e+11,8.58197e+11,9.4788e+11,9.16214e+11,7.99147e+11
2145,"France",132,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",7992233508,2304897437,-3363510193,12442281008,3162634273,4537610252
2150,"France",132,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-10241189301,-10957422200,-17693668200,-21900766932,15962827280,-39078384915
2155,"France",132,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",7.77545e+11,7.80381e+11,8.34698e+11,9.15679e+11,8.92016e+11,7.5231e+11
2223,"Gambia, The",648,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",214593944.5,187432506.4,278129675.4,362513207.2,360207997.8,175681761
2225,"Gambia, The",648,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",399006702.3,372620492.2,560644613.9,691721075.9,640548309.9,690979474.1
2233,"Gambia, The",648,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",48590000,22020149.15,105999967.1,10959886.25,27237003.4,35498414.16
2235,"Gambia, The",648,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-48590000,-22020149.15,-105999967.1,-10959886.25,-27237003.4,-35498414.16
2237,"Gambia, The",648,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-34438299.53,-57677003.27,-39562821.11,-79120603.61,32298079.66,8603139.758
2239,"Gambia, The",648,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-58507287.5,-31505180.99,80291542.02,21498021.69,70651677.3,132248729.2
2243,"Gambia, The",648,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-46532656.47,-57689562.71,-103554475.5,-98031380.04,32298079.66,-46285282.97
2247,"Gambia, The",648,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",20471639.12,9474283.189,12739440.26,31710121.43,40815314.19,38804803.33
2249,"Gambia, The",648,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",51217791.23,47010746.41,70871083.98,86514399.81,81570590.32,88279731.6
2272,"Georgia",915,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",8655960251,8488467492,9344910838,10768594069,11161916850,8967427131
2278,"Georgia",915,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",6108160411,6177733456,7560033325,8896617467,9546068066,5926626715
2281,"Georgia",915,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-1811153988,-1917793894,-1338492415,-1188785789,-1031440862,-2119653812
2283,"Georgia",915,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-99414710.01,244715501.7,241814860.8,278487407,202316098.2,305668252.2
2284,"Georgia",915,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-1708689316,-1834660682,-1225194829,-1116153291,-977488151.7,-1939570029
2289,"Georgia",915,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",952134809,919892508.9,959679218.4,973893581.8,1006723306,698006096.3
2293,"Georgia",915,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",956903976.4,957027389.2,1082022146,1257932269,1276444595,809799535.5
2295,"Georgia",915,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",890220798.7,948854269.7,525409353.3,587570731.7,52549683.38,1587183148
2298,"Georgia",915,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-763490041.9,-1037203268,-459936944.6,-543391701.4,9014901.86,-1633167149
2303,"Germany",134,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-2421942263,1896844161,-1482727059,455228507.5,-594219616,-66916003.55
2305,"Germany",134,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",1.57525e+12,1.59825e+12,1.7415e+12,1.88164e+12,1.8331e+12,1.69182e+12
2306,"Germany",134,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",1.32021e+12,1.34185e+12,1.4809e+12,1.6369e+12,1.6023e+12,1.46406e+12
2318,"Germany",134,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",56541794379,55228202914,61814987732,69942645515,78508491962,64685530338
2319,"Germany",134,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",62319323823,61795634582,65985504228,72359296555,74487248391,70773566998
2320,"Germany",134,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-6495860899,-7596435156,14470909040,13069413462,25280477496,18693844452
2321,"Germany",134,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-7144621178,39048270409,5986488622,18491640545,1617750918,22682448450
2327,"Germany",134,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",2.88389e+11,3.01648e+11,2.86526e+11,3.18164e+11,3.13769e+11,2.65278e+11
2329,"Germany",134,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",2.88391e+11,3.0165e+11,2.86527e+11,3.18167e+11,3.13769e+11,2.65274e+11
2336,"Ghana",652,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-64317753.93,-325250644.9,-1117490000,-1694151675,-1885666200,424717886.1
2337,"Ghana",652,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",794607753.9,1502737045,2028130000,2600941675,3221768126,599418716.6
2338,"Ghana",652,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",20773843264,20536466613,22122770000,23220558305,26908258730,24545371206
2339,"Ghana",652,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-2349763622,-2557741152,-1761440000,-1786838253,-1606893220,-1883829197
2343,"Ghana",652,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",89390785.84,426432582,1015614189,-735279324.5,1328626686,376654875.1
2350,"Ghana",652,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",457404727,809131049.3,472550000,453063532.7,501075048.9,516888556.7
2352,"Ghana",652,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",16463379634,17469860326,20436840000,22514756474,25592338542,22077073356
2353,"Ghana",652,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",1860928005,1978933727,2096380000,2088789874,2353533034,2020311692
2354,"Ghana",652,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-2349763622,-2557741152,-1761440000,-1786838253,-1606893220,-1883829197
2356,"Greece",174,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-266339287.6,7053658079,7425667342,24610232627,-5470650922,2534291314
2357,"Greece",174,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-4037364967,-7204338420,-8930515685,-25132421414,5036976144,-1682554868
2364,"Greece",174,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",63845040237,62018899853,71760870932,85802967856,83192116846,71758333128
2366,"Greece",174,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",15156644233,13912747252,16369766778,19595769101,19361982590,15728597859
2376,"Greece",174,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",10401646554,8838346922,10772859926,13024962533,12729624431,11246088247
2377,"Greece",174,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",581874739.6,-2131104648,-2563987948,-5829511701,-2352890056,-9223838596
2378,"Greece",174,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",62624983040,60305408061,70104581289,81867719581,81184115053,59021509142
2379,"Greece",174,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",383027673.8,635904290.4,161589692.7,-88599890.77,85423137.57,1772034125
2384,"Greece",174,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",581874739.6,-2131104648,-2563987948,-5829511701,-2352890056,-9223838596
2387,"Grenada",328,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",55284929.63,54250050.24,58421131.05,65791259.79,77049711.81,46751390.07
2388,"Grenada",328,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",28563504.28,9925575.919,-8848919.565,34785094.26,2463952.523,56871491.2
2390,"Grenada",328,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-92267003.55,-67650875.33,-95612642.25,-119038072.1,-114941893,-140895062.1
2394,"Grenada",328,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",510778316.8,524776471.4,578131572.2,621273651,661722831,421842996.1
2395,"Grenada",328,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-92267003.55,-67650875.33,-95612642.25,-119038072.1,-114941893,-140895062.1
2400,"Grenada",328,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",507078433.7,529464840.4,615721126.2,684819355.7,727243859.6,587441263.7
2402,"Grenada",328,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",15904320.01,14731309.32,14563916.37,16397731.2,15927907.14,5983962.847
2403,"Grenada",328,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",24127974.9,-8708124.654,-15934609.51,7772842.515,-31839549.09,48208573.32
2415,"Grenada",328,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-18274401.57,2677355.024,12097898.66,-12202440.24,29333581.9,-36177816.87
2419,"Guatemala",258,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-772194860,637544790,857482530,652521290,1822171230,3919207840
2421,"Guatemala",258,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",505222836.6,1423917583,2600202866,987753665.3,1798723058,3188502700
2425,"Guatemala",258,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",18685913640,18241488990,19750650140,21170122310,21526557150,19266948870
2430,"Guatemala",258,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",12327469530,12386653940,13250682480,13351063340,13597600430,12712975170
2431,"Guatemala",258,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",457641180,462603590,443937280,457390400,477548070,390766930
2432,"Guatemala",258,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",1311519340,1361658410,1394697630,1478357900,1571959270,1351437010
2439,"Guatemala",258,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-985406850,230188420,-102597420,344999850,576668680,671628550
2440,"Guatemala",258,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-772194840,637544790,857482530,652521290,1822171230,3919207840
2441,"Guatemala",258,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",1517354710,-122653090,92963790,-298849630,-641844800,-534017260
2453,"Guinea",656,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",268013470,193908611.3,125520000,320580000,348170000,-354610000
2454,"Guinea",656,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-280957525.4,-193908611.3,-125520000,-320580000,-348170000,354610000
2456,"Guinea",656,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",-256267772.1,213199260.9,81450911.62,445788681.9,136903505.2,121117897.5
2458,"Guinea",656,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-789285283.2,-2580705272,665050000,-50110000,-273920000,2831880000
2462,"Guinea",656,"Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-789285283.2,-2580705272,665050000,-50110000,-273920000,2831880000
2465,"Guinea",656,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",7984887.32,9013145.68,9220000,1250000,1040000,90000
2466,"Guinea",656,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",249875921.2,492106341,416930000,402510000,416630000,1070890000
2468,"Guinea",656,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",1859596268,2467233944,4647370000,4079080000,4040730000,8996040000
2469,"Guinea",656,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",2695235060,5138201461,4239940000,4183670000,4320100000,6313510000
2485,"Guinea-Bissau",654,"Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",59125588.16,13963300,12484139.74,45656065.7,49052329.37,34069799.9
2486,"Guinea-Bissau",654,"Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",-33366500.01,-13319900,-3141270.641,-3219752.278,-66853718.6,-46015886.06
2496,"Guinea-Bissau",654,"Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",288516902.7,185193750,375025865.4,380427720.4,291804892.1,232536091.8
2497,"Guinea-Bissau",654,"Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",337784963,218670580,446571455.8,459132372.1,502204470.3,439386031
2499,"Guinea-Bissau",654,"Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",75014390.65,-1119664.307,58437910.83,35923240.85,32920535.17,-51627537.55
2501,"Guinea-Bissau",654,"Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",80764544.38,39620370,108211090.4,-11996691.85,-99530318.92,-23014006.41
2502,"Guinea-Bissau",654,"Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",60360.18214,241600,270383.4927,243227.7638,54103.77905,146806.9052
2503,"Guinea-Bissau",654,"Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",41600169.9,29281780,58396290.1,48346784.09,48768958.69,50807732.94
