"","Index","Country","CountryCode","Indicator","IndicatorCode","2015","2016","2017","2018","2019","2020","S.No"
"1793",1793,NA,"243","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD",-3343100000,13800000,-3.83e+08,-278500000,-73300000,1587700000,197
"1794",1794,NA,"243","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD",-921600000,-883900000,-933700000,-3800000,-335700000,-456400000,197
"1795",1795,NA,"243","Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD",3494300000,1800700000,1.599e+09,2669200000,2162600000,5545500000,197
"1796",1796,NA,"243","Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",407271417.253258,782993348.655003,725172163.387906,849357166.816909,1150226520.7238,1959281618.3517,197
"1797",1797,NA,"243","Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",0,90023892.5966412,0,0,0,0,197
"1798",1798,NA,"243","Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",4260200000,744600000,1381500000,389400000,150700000,-391200000,197
"1799",1799,NA,"243","Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",2.089e+09,2e+06,1500000,2200000,1400000,1e+06,197
"1800",1800,NA,"243","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD",-3106900000,57200000,-3.83e+08,-278500000,-73300000,936600000,197
"1801",1801,NA,"243","Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",806800000,-814700000,-133100000,-1321500000,-1187900000,-1337300000,197
"1802",1802,NA,"243","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD",3494300000,1800700000,1600500000,2680900000,2185400000,5561300000,197
"1803",1803,NA,"243","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD",0,0,0,0,0,0,197
"1804",1804,NA,"243","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",0,0,0,0,0,0,197
"1805",1805,NA,"243","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",22400000,109400000,27200000,209200000,-191800000,-9.9e+07,197
"1806",1806,NA,"243","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",40400000,175700000,-135200000,67900000,33500000,-428700000,197
"1807",1807,NA,"243","Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD",0,0,0,0,0,0,197
"1808",1808,"Eastern Caribbean Currency Union","309","Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",163566984.477338,175610172.30521,167306903.711865,168670925.14939,175903788.527046,62053109.6717204,57
"1809",1809,NA,"309","Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",346046614.43958,355718399.50781,360573023.903748,414644559.049711,420399153.676522,265490921.445651,197
"1810",1810,NA,"309","Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",5063336.1,5523896.10740741,15905506.1037037,27549715.1944653,24246139.3666667,25644055.9777778,197
"1811",1811,NA,"309","Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",389054344.550826,313849430.595777,311807118.140626,332478984.847084,376979200.141081,119561167.320844,197
"1812",1812,NA,"309","Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD",53848671.6444444,536394933.17037,169858270.193333,-51546156.8100015,-383510159.940741,-116986452.1,197
"1813",1813,NA,"309","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD",59961757.2345826,8820960.06592593,-79265329.362963,20301878.1367467,18986879.9074074,190448119.484444,197
"1814",1814,NA,"309","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",69782885.9996296,59230571.8827407,39245857.5059319,73887811.7134463,82561289.0585489,-10282945.1044088,197
"1815",1815,NA,"309","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFPAE_BP6_USD",14857344.237037,85044611.8661,40593889.4333333,821259.748148148,3856267.94814815,77538824.4388756,197
"1816",1816,NA,"309","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD",10593635.037037,-977363.482074074,8613654.26074074,696848.944444448,23297862.8703704,-16941478.2592593,197
"1817",1817,NA,"309","Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",225295697.122044,299470276.643405,845367471.636274,326890364.965911,277955897.42963,306139199.155556,197
"1818",1818,NA,"309","Capital Account, Total, Credit, US Dollars","BK_CD_BP6_USD",225295697.122044,299470276.643405,845367471.636274,326890364.965911,279437378.911111,306879939.896296,197
"1819",1819,NA,"309","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",15341061.6562222,43797649.0522485,49418345.1468193,11873435.1929722,46768467.6494359,40196549.6635041,197
"1820",1820,NA,"309","Capital Account, Total, Net, US Dollars","BK_BP6_USD",225295697.122044,299470276.643405,634554339.414274,312071106.92104,264233228.725185,306802258.195094,197
"1821",1821,NA,"309","Current Account, Goods and Services, Credit, US Dollars","BXGS_BP6_USD",3593144038.27387,3561189710.24304,3630450561.84743,3785676580.93326,4166131927.44311,2080298514.23582,197
"1822",1822,NA,"309","Supplementary Items, Reserve Position in the Fund (with Fund Record), US Dollars","BFRAIMFFR_BP6_USD",0,5033775.33727344,0,0,0,0,197
"1823",1823,NA,"309","Supplementary Items, Portfolio Investment, Net Incurrence of Liabilities (Excluding Exceptional Financing), US Dollars","BFPLXF_BP6_USD",64288565.9113248,43445618.3589074,30458842.7916556,6874717.11972315,-44520598.7909444,-35757628.5433031,197
"1824",1824,NA,"309","Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-161045801.191344,-284081249.859191,67720408.7344311,-644492894.300385,-302415300.276088,-799929846.378441,197
"1825",1825,NA,"309","Supplementary Items, Reserve Assets (with Fund Record), US Dollars","BFRAFR_BP6_USD",149280126.734961,129706067.41344,57178784.4261163,-4372055.4679098,-66059223.3789903,16192073.7511238,197
"1826",1826,NA,"309","Current Account, Goods and Services, Debit, US Dollars","BMGS_BP6_USD",3567470427.26341,3788050724.06011,3888282727.80693,4401558413.47118,4436332285.03674,3173473457.27234,197
"1827",1827,NA,"309","Capital Account, Capital Transfers, Net, US Dollars","BKT_BP6_USD",225295697.122044,299470276.643405,634554339.414274,312071106.92104,262751747.243704,306061517.454353,197
"1828",1828,NA,"309","Supplementary Items, Total Current + Capital Account, US Dollars","BTCC_BP6_USD",-161045801.19134,-284081249.859188,67720408.7344285,-644492894.300382,-302415300.276082,-799929846.378441,197
"1829",1829,NA,"309","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, Debt Securities, US Dollars","BFPAD_BP6_USD",88626220.6259259,53878364.9490985,108510109.559319,218917467.449593,202764510.998518,70271488.6962963,197
"1830",1830,NA,"309","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD",-23858214.9037037,-11509724.5146667,-11099936.5777778,1472023.02222222,-2340893.24796296,8087809.17131822,197
"1831",1831,NA,"309","Financial Account, Other Investment, Loans, US Dollars","BFOLN_BP6_USD",75185562.8876396,632836516.354296,286756277.171111,-47167585.8578593,-382322816.792778,-421086390.777985,197
"1832",1832,NA,"309","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, Long-term, US Dollars","BFOLNLO_L_BP6_USD",-23962027.4962963,-11945030.810963,-11384653.9851852,1255998.94814815,-2726818.5812963,7556185.83798489,197
"1833",1833,NA,"309","Financial Account, Portfolio Investment, Net Incurrence of Liabilities, Debt Securities, US Dollars","BFPLD_BP6_USD",63929687.237037,49968090.8351852,27742089.5781111,6643558.81325926,-44015492.6798333,-36103349.2070924,197
"1834",1834,NA,"309","Capital Account, Total, Debit, US Dollars","BK_DB_BP6_USD",0,0,210813132.221999,14819258.0448712,15204150.1859259,77681.7012024074,197
"1835",1835,NA,"309","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",-21336891.2431953,-96441583.1839259,-116898006.977778,-4378570.95214222,-1187343.14796296,304099938.677985,197
"1836",1836,NA,"309","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, US Dollars","BFOLNLG_BP6_USD",6701845.40124915,-25373051.7062963,-111291621.4,-879274.974364433,8205430.1,266502870.247407,197
"1837",1837,NA,"309","Financial Account, Portfolio Investment, Net Acquisition of Financial Assets, US Dollars","BFPA_BP6_USD",103483564.862963,138922976.815199,149103998.992652,219738727.197741,206620778.946667,147810313.135172,197
"1838",1838,NA,"309","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",10593635.037037,-977363.482074074,10613654.2607407,2810848.94444445,34797862.8703704,-22941478.2592593,197
"1839",1839,"Ecuador","248","Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",444263888.039316,532341328.908556,558422250.052645,583565513.210148,616302779.28356,663363885.776402,58
"1840",1840,NA,"248","Current Account, Goods and Services, Services, Transport, Credit, US Dollars","BXSTR_BP6_USD",NA,NA,NA,NA,NA,NA,197
"1841",1841,NA,"248","Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",1510099396.78249,1239283957.75318,1471441255.17827,1548386908.6017,1621947375.32042,1116655801.68813,197
"1842",1842,NA,"248","Current Account, Goods and Services, Services, Transport, Debit, US Dollars","BMSTR_BP6_USD",NA,NA,NA,NA,NA,NA,197
"1843",1843,NA,"248","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",0,0,0,0,0,0,197
"1844",1844,NA,"248","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, US Dollars","BFDA_BP6_USD",NA,NA,NA,NA,NA,NA,197
"1845",1845,NA,"248","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD",0,0,0,0,0,0,197
"1846",1846,NA,"248","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, Equity Other Than Reinvestment of Earnings, US Dollars","BFDAEO_BP6_USD",NA,NA,NA,NA,NA,NA,197
"1847",1847,NA,"248","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",51152000,-114826000.000001,-51985999.9999999,686839765.009999,378882000,100421000.000001,197
"1848",1848,NA,"248","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Incurrence of Liabilities, Debt Instruments, US Dollars","BFDLD_BP6_USD",NA,NA,NA,NA,NA,NA,197
"1849",1849,NA,"248","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",0,0,0,0,0,0,197
"1850",1850,NA,"248","Financial Account, Net Lending (+) / Net Borrowing (-) (Balance from Financial Account), Direct Investment, Net Acquisition of Financial Assets, Equity and Investment Fund Shares, US Dollars","BFDAE_BP6_USD",NA,NA,NA,NA,NA,NA,197
"1851",1851,NA,"248","Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",598113472.607477,436024784.060239,363822519.573198,458344105.176222,392335079.807027,364239740.558654,197
"1852",1852,NA,"248","Current Account, Primary Income, Investment Income, Direct Investment, Debit, US Dollars","BMIPID_BP6_USD",NA,NA,NA,NA,NA,NA,197
"1853",1853,NA,"248","Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",98712275.7446355,419572792.944822,136381600.526943,98079003.8379737,94795123.8763534,317309458.765117,197
"1854",1854,NA,"248","Capital Account, Capital Transfers, Credit, US Dollars","BKT_CD_BP6_USD",NA,NA,NA,NA,NA,NA,197
"1855",1855,NA,"248","Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",0,0,0,0,0,0,197
"1856",1856,NA,"248","Current Account, Primary Income, Investment Income, Direct Investment, Credit, US Dollars","BXIPID_BP6_USD",NA,NA,NA,NA,NA,NA,197
"1857",1857,NA,"248","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD",1024546000,1459129762.52328,-369749548.033004,-288148849.114994,1748867777.57,352660734.040002,197
"1858",1858,NA,"248","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, Other Sectors, US Dollars","BFOLNLO_BP6_USD",NA,NA,NA,NA,NA,NA,197
"1859",1859,NA,"248","Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",-2269837697.30949,621700692.731619,-56834043.613789,-1484537460.60699,-69838694.5295037,2514038118.37127,197
"1860",1860,NA,"248","Net Lending (+) / Net Borrowing (-) (Balance from Current and Capital Account), US Dollars","BACK_BP6_USD",NA,NA,NA,NA,NA,NA,197
"1861",1861,NA,"248","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD",2072559000,2278618000,-203387000.000003,1486290000,631559000.000001,-42806000.0000011,197
"1862",1862,NA,"248","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, General Government, Other Long-term, US Dollars","BFOLNLG_L_BP6_USD",NA,NA,NA,NA,NA,NA,197
"1863",1863,NA,"248","Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD",0,562770000,-239220000,-410580000,135500000,-345640000,197
"1864",1864,NA,"248","Financial Account, Other Investment, Loans, Net Acquisition of Financial Assets, US Dollars","BFOLNA_BP6_USD",NA,NA,NA,NA,NA,NA,197
"1865",1865,NA,"248","Financial Account, Other Investment, Loans, Net Incurrence of Liabilities, US Dollars","BFOLNL_BP6_USD",3086926000,4498076917.82328,-665745592.033001,1162122368.88501,4242852855.49,3501568082.4258,197
